carat,cut,color,clarity,depth,table,price
0.4,3,1,1,62.0,56.0,6.858
1.01,5,7,2,62.3,59.0,8.545
0.31,4,7,1,61.0,56.0,6.465
1.04,5,1,2,59.8,59.0,8.572000000000001
0.38,4,5,3,61.4,57.0,6.725
0.7,2,7,1,60.6,61.0,7.86
1.25,4,5,4,61.6,54.0,8.497
0.33,5,7,5,62.1,56.0,6.611000000000001
0.32,4,7,2,62.6,55.0,6.098
1.34,3,7,4,62.2,56.0,8.774
1.31,3,6,4,60.8,57.0,8.627
0.51,3,5,1,62.5,58.0,7.202999999999999
0.51,3,4,5,61.6,58.0,6.916
0.39,2,1,5,63.3,55.0,6.669
0.9,3,3,8,62.4,63.0,7.716
2.01,1,7,8,70.2,57.0,8.751
2.05,3,5,2,62.5,57.0,9.788
1.08,4,1,2,62.9,57.0,8.538
0.27,3,1,3,60.1,58.0,6.43
0.56,4,2,5,62.8,57.0,7.632999999999999
1.01,5,5,5,61.9,57.0,8.568
0.4,3,7,2,62.6,55.3,6.678
1.36,3,5,4,61.5,58.0,8.745
0.5,3,7,7,63.7,58.0,7.687
0.7,4,3,2,61.8,56.0,7.854
0.59,3,2,2,63.1,61.0,7.479
0.32,4,1,5,62.4,54.0,6.468999999999999
0.66,4,5,1,62.7,55.0,7.706
0.77,5,1,5,62.4,59.0,8.012
2.02,5,4,4,63.0,58.0,9.064
1.12,4,5,2,62.7,56.0,8.363999999999999
0.73,4,5,4,62.3,56.0,7.731
2.21,4,7,4,61.9,55.0,9.812999999999999
0.3,4,7,2,61.2,56.0,6.188
0.43,4,1,2,61.7,54.0,6.675
0.41,4,2,2,61.8,58.0,7.244
1.52,1,7,5,55.2,66.0,9.271
0.9,2,2,2,64.1,56.0,8.213
1.25,5,7,4,60.4,59.0,8.748
1.02,5,2,4,61.5,58.0,8.385
0.33,4,6,6,62.2,56.0,6.792000000000001
0.54,4,7,7,62.2,56.0,7.64
0.41,2,1,2,58.4,58.0,6.516
1.63,4,4,1,61.8,56.0,9.192
0.35,4,7,4,61.2,56.0,6.247999999999999
0.34,4,5,1,62.7,55.0,6.64
1.01,3,5,7,61.1,58.0,8.821
0.26,4,3,3,62.3,57.0,6.395
1.71,3,5,1,63.5,59.0,9.208
0.52,4,6,2,61.8,54.0,6.856
0.53,4,5,7,62.2,56.0,7.482
0.59,4,7,6,59.5,58.0,7.843999999999999
1.34,5,3,5,58.2,60.0,9.045
0.91,2,7,2,64.3,60.0,8.115
1.25,5,5,5,61.9,58.0,8.683
0.63,3,5,7,62.0,57.0,7.662000000000001
1.01,3,5,2,62.5,58.0,8.368
0.3,5,3,5,61.8,58.0,6.7379999999999995
0.7,3,1,2,61.4,57.0,7.678
0.9,5,6,2,61.8,58.0,8.087
0.9,2,3,4,65.8,60.0,8.187000000000001
0.3,4,1,2,61.4,55.0,6.162999999999999
1.51,1,7,5,58.1,67.0,9.264
1.71,3,4,5,62.6,55.0,9.124
1.2,3,7,4,61.2,59.0,8.458
0.3,3,2,2,61.0,61.0,6.314
0.37,4,2,5,61.6,56.0,7.025
0.42,3,1,7,61.9,58.0,7.2379999999999995
1.2,4,7,3,61.0,56.0,9.353
1.27,5,6,2,60.9,59.0,8.646
1.34,4,5,4,61.6,56.0,8.84
1.02,2,7,7,63.6,58.0,8.97
0.68,3,7,1,60.7,58.0,7.656000000000001
0.3,4,5,7,61.6,57.0,6.5
0.3,3,3,2,62.9,56.0,6.265
1.01,5,7,5,61.6,58.0,8.704
0.31,5,3,5,61.0,59.0,6.771
0.31,4,6,2,62.2,54.0,6.077999999999999
0.5,4,3,5,62.7,55.0,7.28
1.01,2,1,1,64.0,56.0,8.663
1.41,4,5,1,60.7,56.0,9.185
0.42,4,5,1,62.4,57.0,6.9910000000000005
0.5,3,3,4,61.3,56.0,7.051
0.44,4,3,1,61.5,56.0,6.986000000000001
0.33,4,7,6,61.6,53.0,6.892
0.9,2,5,5,63.1,60.0,8.291
0.41,5,7,5,61.8,58.0,6.718
0.3,3,3,2,62.1,60.0,6.265
0.39,3,7,2,62.4,58.0,6.528
0.41,4,3,2,62.9,57.0,6.876
0.7,3,2,5,60.8,59.0,7.982
2.01,5,5,2,61.2,62.0,9.459
0.5,5,7,1,62.5,58.0,7.393
1.04,4,5,2,62.1,57.0,8.477
0.44,4,1,2,61.4,56.0,6.635
0.91,3,3,2,63.7,59.0,8.34
2.09,5,6,4,60.1,59.0,9.215
0.97,4,4,8,61.6,54.0,7.771
0.23,3,2,5,62.7,58.0,5.892
0.71,4,7,5,61.8,56.0,8.101
0.79,3,2,4,63.2,57.0,8.033
2.0,4,6,1,62.0,57.0,9.792
0.3,4,7,1,59.9,56.0,6.405
0.51,3,1,5,62.9,55.0,7.358
0.4,3,2,4,62.8,56.0,6.501
0.63,4,5,5,62.1,54.0,7.403
0.3,3,2,1,59.4,60.0,6.494
0.3,2,7,1,63.3,56.0,6.337000000000001
1.21,4,5,5,62.2,55.0,8.68
0.71,1,2,4,64.6,60.0,7.695
1.5,2,3,2,58.5,59.0,9.355
1.23,5,7,2,62.4,55.0,8.817
1.0,3,1,5,63.2,59.0,8.748
1.02,3,7,4,63.1,60.0,8.383
0.34,4,3,4,62.4,57.0,6.167999999999999
0.38,3,6,5,61.5,58.0,6.45
0.32,3,7,5,58.4,57.0,6.261
1.51,5,7,5,62.7,58.0,9.454
0.33,4,7,5,61.2,55.0,6.611000000000001
0.3,4,7,4,62.1,58.0,6.045
0.51,3,2,1,61.0,57.0,7.471
0.3,4,7,2,62.0,57.0,6.068
0.37,3,3,2,59.9,59.0,6.475
0.53,2,3,5,64.0,55.0,7.382000000000001
1.75,5,1,5,61.4,58.0,9.751
0.54,5,5,1,60.8,61.0,7.401
0.33,4,7,6,61.0,57.0,6.83
1.0,5,7,2,62.5,59.0,8.41
0.41,2,3,2,63.6,56.0,6.558
0.31,4,7,6,61.6,55.0,6.896
0.7,5,7,2,61.5,58.0,7.606
0.72,3,3,3,62.0,58.0,8.221
1.2,3,5,2,62.3,57.0,8.79
1.01,5,5,2,62.1,60.0,8.398
1.5,2,5,5,64.0,58.0,9.172
0.32,5,5,1,60.2,58.0,6.33
1.01,2,3,5,63.9,59.0,8.849
1.01,1,1,2,65.0,61.0,8.543
1.91,5,6,2,63.0,59.0,9.501
0.33,3,7,3,61.5,62.0,6.553999999999999
1.5,2,7,4,63.7,58.0,8.884
1.01,3,5,2,61.8,61.0,8.397
0.31,5,2,4,62.7,59.0,6.385
1.5,5,7,5,62.9,54.0,9.418
0.93,5,5,5,58.3,60.0,8.386000000000001
0.5,3,5,5,62.3,57.0,7.1979999999999995
0.39,5,3,4,60.7,62.0,6.657
1.21,5,4,2,62.6,58.0,8.359
1.33,5,5,5,60.7,59.0,8.985
1.86,5,5,4,62.3,57.0,9.352
0.71,4,2,1,62.2,55.0,8.051
0.38,3,2,3,61.9,56.0,7.09
0.36,4,1,5,62.0,55.0,6.587999999999999
0.52,4,3,2,61.1,57.0,7.412000000000001
0.42,4,3,3,62.3,55.0,7.149
0.31,5,7,7,62.6,61.0,6.952999999999999
1.53,4,1,2,60.3,57.0,9.378
2.0,3,4,2,60.8,58.0,9.455
1.2,5,5,2,62.1,55.0,8.656
1.01,1,1,2,66.1,60.0,8.07
0.44,5,3,5,60.4,59.0,6.978
2.1,3,4,5,61.3,59.0,9.562999999999999
1.0,3,5,5,63.3,53.0,8.545
1.26,3,7,2,63.0,59.0,8.815
0.4,4,3,2,61.9,57.0,6.545
0.29,4,5,3,61.6,55.0,6.409
0.71,4,6,3,60.4,57.0,8.009
0.4,4,3,1,62.6,56.0,7.026
0.72,4,7,3,61.9,57.0,8.256
0.76,5,3,2,58.3,62.0,7.985
0.4,2,3,4,64.2,57.0,6.425
0.43,4,6,5,62.1,57.0,6.659
0.57,2,3,7,59.1,65.0,8.003
1.03,4,1,5,60.2,54.0,8.929
0.31,4,7,7,61.7,57.0,6.704
1.52,4,6,1,62.9,60.0,9.232000000000001
0.5,4,2,5,62.3,55.0,7.52
1.58,3,7,1,62.8,57.0,9.544
0.42,4,7,2,62.2,53.0,6.557
0.43,4,2,5,61.8,56.0,6.962000000000001
0.3,4,1,6,62.0,56.0,6.853
1.7,4,5,5,62.4,57.0,9.524
0.3,4,3,7,61.4,56.0,6.8629999999999995
0.51,5,3,5,62.5,60.0,7.444
1.55,5,4,5,60.7,59.0,8.976
1.5,5,6,4,60.8,58.0,8.926
0.46,4,1,2,62.5,56.0,6.926
0.4,4,7,1,62.9,55.0,7.007000000000001
0.83,2,5,4,63.9,56.0,7.757000000000001
0.7,2,6,4,63.5,56.0,7.4239999999999995
2.02,5,3,4,58.2,60.0,9.795
0.75,2,1,1,64.4,59.0,7.9910000000000005
0.4,5,3,1,61.2,59.0,6.959
0.9,5,1,1,62.7,58.0,8.535
0.72,4,3,2,62.9,54.0,7.859
0.28,3,2,3,62.2,52.0,6.655
0.3,2,2,4,60.8,65.0,6.026
1.01,3,7,2,63.4,58.0,8.527000000000001
1.01,3,5,1,60.9,55.0,8.646
0.52,4,1,3,62.0,55.0,7.682
1.65,5,6,4,62.0,59.0,9.058
1.37,3,5,1,62.0,59.0,9.11
0.3,5,2,4,62.4,59.0,6.353
0.41,3,1,2,62.9,56.0,6.627000000000001
0.73,4,1,7,61.9,56.0,8.113999999999999
1.01,1,3,4,55.2,65.0,8.323
1.2,4,7,7,63.1,56.0,9.286
0.43,3,3,8,58.4,62.0,6.319
1.01,1,5,1,61.4,66.0,8.53
0.38,5,7,5,59.3,59.0,6.641
0.5,3,3,1,63.9,55.0,7.38
0.91,3,7,2,63.6,57.0,8.283999999999999
0.31,4,2,2,61.2,57.0,6.528
0.32,4,1,1,61.9,56.0,6.574
1.14,5,5,2,59.3,59.0,8.605
0.7,3,3,5,61.4,57.0,7.845
1.01,2,2,5,62.1,59.0,8.853
1.01,5,7,4,60.6,59.0,8.289
0.9,4,7,1,62.1,56.0,8.62
1.2,2,2,2,63.5,55.0,8.685
1.01,2,3,2,62.6,61.0,8.464
1.04,4,1,5,62.0,55.0,8.917
0.34,3,5,3,62.7,59.0,6.531000000000001
0.36,4,1,1,61.9,56.0,6.671
0.36,3,7,1,60.7,57.1,6.711
0.31,4,5,1,61.1,57.0,6.2989999999999995
0.77,1,6,3,59.2,66.0,7.737
1.02,3,4,2,61.9,60.0,8.156
1.01,3,6,4,62.9,55.0,8.336
0.41,2,2,1,60.2,62.0,6.894
1.53,5,5,2,61.0,61.0,9.274
0.25,4,7,1,62.6,53.0,6.082000000000001
0.7,3,1,2,61.6,55.0,7.71
0.3,3,2,4,61.4,59.0,6.103
0.71,3,4,1,62.4,58.0,7.631
0.33,3,2,7,61.2,59.0,6.854
1.1,5,5,4,62.6,57.0,8.425
1.03,5,7,1,62.2,59.0,8.799
0.7,2,6,3,59.7,59.0,7.756
0.31,4,7,6,62.2,55.0,6.792000000000001
0.72,5,1,2,59.3,59.0,7.766
1.1,5,6,4,62.9,59.0,8.19
0.3,5,6,1,60.5,60.0,6.159
0.3,3,3,5,61.6,54.0,6.397
0.53,4,2,5,62.6,56.0,7.579
0.34,3,7,1,61.2,57.0,6.553
0.32,4,3,2,61.5,55.0,6.525
0.32,4,1,1,61.6,57.0,6.574
0.66,3,2,3,60.7,59.0,8.369
0.32,4,4,5,62.1,54.0,5.974
0.3,4,6,4,62.0,55.0,5.886
0.32,3,3,7,60.9,58.0,6.836
1.51,3,1,3,61.9,58.0,9.724
0.41,4,7,6,61.7,56.0,7.266
0.51,5,3,4,62.7,52.0,7.093999999999999
1.01,2,6,2,63.6,55.0,8.283999999999999
0.54,4,1,5,63.0,57.0,7.516
0.72,3,3,2,62.6,59.0,7.814
0.51,3,3,5,60.0,57.0,7.345
0.31,4,7,1,61.9,56.0,6.544
0.42,4,2,4,62.4,57.0,6.551
1.18,5,7,5,61.5,58.0,9.161
0.64,4,7,1,62.3,54.0,7.676
1.06,5,2,4,62.5,56.0,8.593
0.34,4,2,2,60.1,57.0,6.439
1.08,4,7,5,62.1,57.0,8.623
0.25,3,1,3,63.2,57.0,6.354
1.43,5,7,5,62.2,58.0,9.269
0.35,4,2,4,62.4,57.0,6.438
0.9,2,4,5,63.9,58.0,8.014
0.58,4,4,2,61.5,55.0,6.992999999999999
0.79,5,2,4,61.8,58.0,7.914
0.7,2,3,1,61.3,62.0,8.095
0.31,4,6,7,62.3,54.0,6.3229999999999995
0.38,4,1,8,62.5,57.0,6.457999999999999
0.45,2,1,1,59.0,62.0,6.92
1.22,4,1,7,61.5,58.0,9.465
2.01,2,5,2,63.2,58.0,9.675
0.54,4,3,4,60.6,57.0,7.2
1.32,4,7,1,61.7,56.0,9.312999999999999
0.5,3,2,5,63.4,57.0,7.394
0.9,5,6,2,63.0,58.0,7.959
0.32,4,7,1,61.9,55.0,6.4
1.76,4,6,3,60.2,58.0,9.551
0.34,5,2,2,62.0,58.0,6.37
2.02,1,4,1,64.6,59.0,9.503
0.43,5,7,3,62.2,55.0,7.029
0.34,5,2,4,60.6,60.0,6.477
1.02,5,5,2,61.1,58.0,8.533999999999999
0.7,4,3,4,61.0,56.0,7.773
0.23,3,3,7,61.8,59.0,6.157
2.09,2,4,5,57.2,64.0,9.357000000000001
0.72,5,3,2,61.3,58.0,7.888
0.28,2,1,3,64.9,57.0,6.1979999999999995
0.31,5,1,7,61.8,59.0,6.8660000000000005
1.03,4,5,2,61.7,57.0,8.597000000000001
2.39,5,5,2,61.8,58.0,9.675
0.31,2,7,1,63.7,56.0,6.438
0.71,3,4,2,59.2,58.0,7.566
1.0,4,5,2,61.4,57.0,8.426
1.0,5,2,2,62.1,61.0,8.61
0.25,2,3,3,63.1,56.0,6.356
0.33,5,3,3,60.3,58.0,7.016
1.61,3,5,5,59.4,58.0,9.361
1.01,5,7,1,62.8,59.0,8.798
0.36,3,5,4,61.2,55.0,6.162999999999999
1.0,5,3,5,61.8,59.0,8.795
0.57,4,3,5,61.7,56.0,7.575
1.0,2,4,5,62.0,61.0,8.252
1.5,3,3,1,59.5,61.0,9.74
0.3,5,7,1,62.5,55.0,6.654
0.33,5,3,2,62.0,60.0,6.611000000000001
0.51,4,5,4,62.5,55.0,6.891
0.8,5,1,1,60.5,59.0,8.246
0.33,5,6,2,60.4,59.0,6.0729999999999995
0.41,5,7,1,62.1,60.0,6.867999999999999
1.08,4,7,5,62.4,55.0,8.783999999999999
0.38,3,2,3,63.8,57.0,6.937
0.32,4,3,3,61.6,57.0,6.736000000000001
0.31,5,1,8,62.9,59.0,5.976
1.07,4,5,2,62.0,57.0,8.501
1.52,4,1,2,61.2,55.0,9.405
0.41,4,3,4,61.9,57.0,6.775
1.25,5,5,4,60.5,61.0,8.343
0.32,4,2,5,62.1,54.0,6.631
0.51,4,3,2,62.7,55.0,7.271
0.71,4,3,7,62.3,55.0,8.35
0.52,5,7,5,60.9,58.0,7.277
0.53,3,6,1,61.6,56.7,7.159
0.78,5,1,4,60.6,57.0,7.757999999999999
0.83,4,5,5,61.6,55.0,8.062000000000001
0.39,5,4,7,62.8,58.0,6.825
0.32,2,5,7,64.3,58.0,6.816
0.61,3,7,7,61.1,56.0,7.851
1.01,3,7,5,62.4,58.0,8.703
1.07,5,5,5,58.9,58.0,8.482999999999999
1.01,2,3,2,58.1,59.0,8.635
1.11,4,2,4,61.3,56.0,8.721
1.2,4,6,2,61.8,56.0,8.613999999999999
1.11,4,5,5,64.0,58.0,8.636000000000001
0.71,4,4,2,62.6,57.0,7.382999999999999
1.71,3,1,5,63.5,59.0,9.533999999999999
0.34,5,5,3,61.4,58.0,6.78
0.32,3,7,1,63.0,55.0,6.468999999999999
0.3,5,4,5,62.2,58.0,6.159
0.57,4,3,3,62.5,54.0,7.771
1.01,4,3,2,62.0,57.0,8.562999999999999
0.3,4,3,7,62.1,56.0,6.731
0.5,4,6,5,62.5,55.0,7.126
1.09,5,1,1,61.3,60.0,8.934
0.58,4,3,2,61.6,55.0,7.472
1.21,5,4,1,61.0,60.0,8.45
0.68,5,5,2,59.5,59.0,7.417999999999999
2.27,5,5,4,60.7,59.0,9.667
1.5,4,5,5,62.2,57.0,9.277000000000001
0.32,4,2,5,62.5,56.0,6.879
0.41,4,3,1,61.4,57.0,6.984
1.32,4,3,4,62.7,56.0,8.859
0.7,5,3,7,61.7,59.0,8.091000000000001
0.62,4,7,6,62.2,54.0,7.8839999999999995
0.75,2,3,4,62.3,58.0,7.902
0.76,3,7,5,59.8,58.0,7.9110000000000005
0.24,4,1,3,62.0,57.0,6.519
1.37,4,7,1,62.2,55.0,9.299
2.01,5,5,2,60.0,60.0,9.415
0.25,4,1,5,61.7,56.0,6.282
1.03,5,2,3,60.1,58.0,9.336
0.34,2,7,5,57.5,61.0,6.321000000000001
0.5,5,7,3,61.6,60.0,7.568
0.71,5,6,1,61.8,58.0,7.742999999999999
0.38,5,2,3,60.8,55.0,6.917000000000001
0.6,3,1,2,62.4,56.0,7.349
0.7,1,7,4,65.2,56.0,7.6579999999999995
0.9,1,1,2,66.0,57.0,8.058
0.42,4,3,1,61.6,57.0,7.074
0.31,4,2,2,61.9,57.0,6.347
1.51,5,3,4,63.0,55.0,9.138
1.02,4,1,5,62.6,57.0,8.94
0.69,1,7,4,65.4,63.0,7.433
0.35,4,3,2,61.2,57.0,6.42
0.3,5,5,1,62.1,59.0,6.196000000000001
1.34,3,4,4,62.3,61.0,8.663
1.52,5,1,2,62.6,59.0,9.371
0.38,3,1,6,60.2,58.0,7.1579999999999995
1.09,4,5,2,61.1,57.0,8.56
0.57,5,1,2,61.8,57.0,7.359
0.7,4,1,2,60.3,58.0,7.89
0.39,4,7,7,61.8,54.4,6.916
0.75,5,3,2,61.1,59.0,7.942
1.08,4,3,1,61.6,57.0,9.068
0.24,3,1,5,61.3,54.0,6.132999999999999
0.51,4,7,3,61.6,55.0,7.695
0.95,1,2,4,64.4,60.0,8.127
0.31,2,6,1,63.2,56.0,6.192
1.05,5,7,1,61.8,58.0,8.724
0.7,3,7,1,61.9,57.0,8.048
0.35,4,4,5,61.4,55.0,6.1
2.02,5,6,5,62.9,59.0,9.668
1.04,4,6,4,62.4,57.0,8.282
0.71,5,3,5,62.2,59.0,8.039
0.41,5,7,1,58.9,60.0,6.981
0.81,2,7,4,61.0,61.0,7.933
1.0,5,7,4,60.2,58.0,8.184
1.01,5,1,3,61.8,59.0,9.026
0.31,3,5,5,63.0,57.0,6.192
0.78,5,5,4,59.7,59.0,7.6370000000000005
0.5,3,3,4,63.1,58.0,7.074
1.23,5,5,5,59.5,59.0,8.913
0.71,5,7,4,60.8,60.0,7.62
0.57,4,3,5,62.1,55.0,7.483
0.4,4,3,2,62.2,55.0,6.603
2.08,4,5,4,61.5,57.0,9.62
1.3,5,5,1,61.5,58.0,8.951
1.5,5,1,1,62.2,60.0,9.671
1.01,2,5,5,63.1,59.0,8.55
0.53,4,2,2,61.6,56.0,7.391
1.53,5,7,5,61.8,59.0,9.442
1.58,4,6,5,61.4,55.0,9.23
1.53,4,6,1,60.2,60.0,9.227
1.01,3,2,2,61.8,58.0,8.668
1.05,4,7,1,62.0,56.0,8.844
0.51,3,3,2,62.8,55.0,7.271
0.34,4,2,5,61.4,55.0,6.874
1.84,5,5,2,59.7,58.0,9.54
0.38,4,1,3,60.8,58.0,6.87
1.21,5,7,4,62.7,59.0,8.595
1.62,4,7,1,62.7,56.0,9.632
0.31,4,3,5,61.8,55.0,6.771
2.02,5,1,4,61.3,59.0,9.812999999999999
1.43,4,4,2,62.1,58.0,8.787
1.01,3,1,7,61.4,58.0,9.191
0.25,5,1,6,61.1,58.0,6.356
0.41,5,7,5,60.9,58.0,6.9670000000000005
0.43,3,1,7,61.5,56.0,7.2139999999999995
0.7,5,5,2,60.9,62.0,7.754
0.32,5,7,6,59.9,58.0,6.928
0.25,3,3,5,61.3,57.0,6.1739999999999995
0.72,4,3,5,62.7,55.0,7.898
0.71,4,1,2,62.7,55.0,7.76
0.41,4,2,1,62.8,57.0,7.115
0.31,3,4,2,63.5,55.0,6.142
0.3,4,5,5,61.9,57.0,6.196000000000001
2.03,1,5,2,65.4,58.0,9.592
0.33,4,7,1,61.9,55.0,6.55
0.8,3,5,4,63.4,58.0,7.825
0.31,4,3,5,60.9,57.0,6.522
0.38,5,2,4,61.1,58.0,6.7
0.33,4,7,7,61.7,54.0,6.766
0.39,4,3,5,60.9,55.0,6.732
0.9,3,2,4,58.8,59.0,8.201
0.33,4,7,7,60.8,56.0,7.016
0.31,4,5,7,61.5,54.0,6.81
0.4,3,1,2,61.7,62.0,6.575
0.63,4,2,2,62.0,56.0,7.597
1.0,3,7,4,62.8,57.0,8.345
0.3,4,7,7,61.4,56.0,6.851
0.32,4,5,5,62.5,55.0,6.474
0.55,5,3,2,61.2,59.0,7.347
0.5,4,5,2,61.3,56.0,7.417999999999999
0.72,3,1,5,63.6,58.0,7.933
0.52,5,5,1,61.4,57.0,7.3629999999999995
0.54,5,5,3,60.6,60.0,7.4879999999999995
1.51,4,5,2,61.7,56.0,8.959
0.3,4,3,5,62.3,57.0,6.7379999999999995
0.9,2,1,2,57.6,60.0,8.281
0.34,5,7,1,60.4,61.0,6.78
0.33,4,3,7,61.2,55.0,7.068
0.51,4,2,1,62.3,56.0,7.54
0.71,5,3,4,60.4,61.0,7.648
1.22,1,1,4,65.0,56.0,8.456
0.71,3,5,1,62.8,59.0,7.795
0.57,2,2,2,59.3,61.0,7.353
0.33,4,3,2,59.6,57.0,6.468
0.9,5,1,4,58.0,57.0,8.217
1.02,4,7,5,60.5,57.0,8.757
0.53,4,7,3,61.9,54.0,7.532
1.07,3,7,5,62.3,57.0,8.744
0.6,3,7,6,61.6,56.0,7.937
1.01,3,7,1,60.7,63.0,8.757
0.38,3,5,2,61.2,62.0,6.45
0.4,4,2,1,61.3,54.0,6.959
1.01,2,5,2,59.5,62.0,8.556000000000001
0.81,4,5,2,61.9,56.0,8.165
0.41,4,2,5,61.6,55.0,6.915
1.53,5,4,1,62.8,59.0,9.012
0.31,3,2,2,63.5,57.0,6.596
1.7,5,5,5,62.4,59.0,9.551
1.51,4,5,6,62.7,56.0,9.427999999999999
0.38,4,7,1,62.3,55.0,6.706
1.72,3,3,2,62.2,58.0,9.677
1.06,4,1,3,61.3,57.0,9.164
1.17,4,6,4,62.2,56.0,8.408999999999999
0.33,4,6,3,62.4,57.0,6.361000000000001
0.3,4,3,5,61.6,56.0,6.7379999999999995
0.32,5,6,7,60.1,61.0,6.627999999999999
0.54,5,2,2,62.1,56.0,7.4879999999999995
0.32,4,3,3,61.1,55.0,6.7829999999999995
0.9,3,1,4,60.3,63.0,8.197000000000001
0.33,3,3,2,62.7,56.0,6.361000000000001
1.09,3,7,5,60.9,56.0,8.762
1.19,4,5,2,62.3,55.0,8.579
1.57,4,6,5,62.7,56.0,9.238
0.31,4,1,7,60.7,57.0,7.039
1.5,5,7,2,62.9,56.0,9.206
0.25,3,3,3,62.1,58.0,6.354
0.52,4,3,5,60.4,57.0,7.435
0.32,4,7,5,60.3,57.0,6.579
0.61,3,6,6,60.2,57.0,7.629
1.53,3,6,2,63.1,56.0,8.961
0.32,4,5,3,61.4,54.0,6.443
0.79,3,3,2,63.7,58.0,8.032
0.7,4,1,7,61.7,56.0,8.507
0.34,2,3,2,63.3,57.0,6.321000000000001
0.41,5,4,5,61.9,59.0,6.664
0.6,5,5,2,58.9,61.0,7.2010000000000005
0.27,3,1,3,61.8,57.0,6.525
0.72,5,1,1,62.2,58.0,7.9479999999999995
1.04,2,3,2,63.8,58.0,8.66
0.34,5,6,5,61.8,58.0,6.167999999999999
0.41,5,7,3,62.2,58.0,6.962000000000001
0.57,4,3,3,60.6,56.2,7.9079999999999995
0.5,5,1,2,61.7,57.0,7.1160000000000005
2.25,4,6,4,60.5,56.0,9.716000000000001
1.2,5,7,2,61.5,61.0,8.691
0.41,4,5,3,62.5,56.0,6.801
0.71,5,1,4,60.2,60.0,7.754
0.64,1,6,5,55.3,69.0,7.252000000000001
0.78,3,3,1,61.5,60.0,8.267999999999999
0.32,3,5,2,61.9,58.0,6.107
0.41,5,3,2,60.4,59.0,6.653
0.59,3,1,5,61.8,58.0,7.452000000000001
1.17,3,5,4,63.1,58.0,8.402000000000001
1.1,3,5,4,62.9,58.0,8.394
0.37,5,7,1,61.4,58.0,6.615
0.27,4,6,3,62.1,55.0,6.129
0.7,3,1,5,61.0,59.0,7.767
0.51,5,7,5,61.2,60.0,7.271
2.06,4,4,4,61.9,55.0,9.327
1.2,4,2,5,62.3,56.0,9.202
0.31,4,2,1,60.5,55.0,6.777
0.31,5,5,2,62.7,58.0,6.075
0.3,5,7,7,59.8,62.0,6.851
1.5,2,5,4,58.4,62.0,8.951
0.31,4,5,1,62.1,54.0,6.2989999999999995
1.02,2,6,1,63.7,58.0,8.407
0.75,4,4,5,62.3,57.0,7.562
0.55,3,3,5,61.0,59.0,7.513
3.01,1,5,8,56.1,62.0,9.283999999999999
1.22,4,1,5,62.6,56.0,9.075
0.3,4,7,6,61.3,55.0,6.76
1.53,1,4,5,64.7,58.0,8.804
0.54,4,7,3,61.9,55.0,7.564
0.53,4,7,2,62.3,55.0,7.176
0.54,4,1,5,59.8,58.0,7.4270000000000005
0.37,5,7,5,60.1,59.0,6.475
0.54,5,7,1,61.6,56.0,7.521
0.7,4,7,1,61.7,56.0,7.997000000000001
0.92,4,5,2,61.6,56.0,8.431000000000001
1.04,3,2,2,61.5,58.0,8.631
0.3,3,5,5,62.9,59.0,6.159
0.56,4,2,6,62.4,56.0,8.347000000000001
0.33,4,7,3,61.7,56.0,6.622999999999999
1.09,3,1,2,62.3,57.0,8.625
0.31,4,7,6,62.1,54.0,6.792000000000001
0.56,3,1,1,58.2,60.0,7.557
0.73,4,1,5,62.6,56.0,7.9239999999999995
0.34,4,3,1,62.2,55.0,6.691
1.29,5,6,2,62.1,58.0,8.722999999999999
0.27,4,2,6,62.4,56.0,6.795
0.7,4,5,2,61.9,57.0,7.653
0.33,4,2,4,61.1,57.0,6.1979999999999995
2.46,5,3,4,59.7,59.0,9.256
1.24,1,5,4,65.0,54.0,8.558
0.4,4,6,4,61.0,58.0,6.182
0.9,4,5,5,62.5,53.0,8.382
0.56,2,5,2,63.2,57.0,7.087999999999999
0.3,4,6,7,61.3,57.0,6.314
1.01,5,5,2,58.8,62.0,8.341000000000001
0.32,5,1,3,61.8,59.0,6.676
1.24,4,6,4,60.7,57.0,8.479
0.58,5,4,5,59.5,62.0,7.117000000000001
0.42,4,4,1,62.3,53.0,6.455
0.5,5,2,2,61.1,59.0,7.3839999999999995
1.0,5,7,4,62.5,59.0,8.051
1.72,4,3,8,62.2,55.0,8.962
0.33,4,1,7,61.3,55.0,6.845
1.0,5,2,1,62.7,60.0,8.99
1.26,5,3,4,60.3,60.0,8.529
0.5,3,3,5,62.1,62.0,7.28
0.23,4,7,2,62.0,54.0,5.897
1.01,1,1,2,57.9,57.0,8.546
0.54,4,6,2,62.0,55.0,6.962999999999999
1.0,5,3,5,61.8,62.0,8.833
0.59,3,5,4,60.3,56.0,7.056
1.02,4,1,4,62.6,56.0,8.487
1.51,5,1,5,63.0,56.0,9.492
0.38,4,1,3,60.3,55.0,6.957999999999999
0.69,1,6,1,57.9,63.0,7.434
0.33,4,3,5,62.3,55.0,6.832999999999999
0.51,4,7,3,62.2,56.0,7.51
0.31,4,7,1,61.5,56.0,6.687
0.35,5,7,1,62.3,59.0,6.809
0.32,4,3,7,61.9,55.0,6.861000000000001
1.07,4,3,2,61.4,55.0,8.789
0.62,4,7,1,62.4,57.0,7.686
1.5,3,4,2,62.7,58.0,8.852
0.35,4,1,5,62.1,57.0,6.809
1.05,5,7,4,61.6,60.0,8.371
0.51,4,3,5,62.2,57.0,7.412000000000001
